"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub";"";"2022-01-09T11:21:12.005Z";"";"";"2281720962";"";"dtu";"2012";"";"10.1088/2058-7058/25/12/3";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"12";"";"";"3-3";"";"Physics World|Physics World|Phys. World|Phys World|Phys. World";"Phys World|Phys. World|Physics World";"09538585|000087|000025|000012|000000";"25";"";"";"";"";"und";"5cbe6389d9001d01a4a1bbc1";"";"5cbe6389d9001d01a4a1bbc1";"";"crossref";"crossref";"The price is right"
"In Nebennieren und Eierstöcken geschlechtsreifer und infantiler Kaninchen und Ratten wurde die histochemische Darstellung der Hydroxysteroid-Dehydrogenase-Aktivität vorgenommen und das histochemische Verhalten der Enzymaktivität nach Hypophysektomie, Kastration, Gonadotropin- und Oestrogengaben untersucht. In allen hormonproduzierenden Zellen endokriner Organe ist eine 3β-ol Steroid-Dehydrogenase-Aktivität nachweisbar. Nach Gonadotropingaben steigt die Enzymaktivität in den Eierstöcken an, nach Hypophysektomie sinkt die Aktivität in NN und Ovarien ab. Es wird versucht, die enzymhistochemischen Befunde mit den Ergebnissen der Untersuchungen über die Biosynthese der Steroidhormone in Beziehung zu setzen.";"dtu|dtupub";"";"2022-01-06T06:13:29.167Z";"FUHRMANN, K";"";"2534533195";"";"dtu";"1963";"";"10.1007/BF00668401";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"6";"";"";"583-600";"";"Archiv Fur Gynakologie|Archiv Für Gynäkologie|Arch Gynakol|Arch Gynakol";"Arch Gynakol|Archiv Fur Gynakologie|Archiv Für Gynäkologie";"00039128|000136|000197|000000|000000";"197";"";"Endocrinology|Gynecology|Human Genetics|Medicine & Public Health|Obstetrics/Perinatology|Adrenal Glands|Animals|Female|Humans|Hydroxysteroid Dehydrogenases|Hydroxysteroids|Ovary|Oxidoreductases|Rabbits|Rats|Steroids|ADRENAL GLANDS|DEHYDROGENASES|OVARY|STEROIDS";"ADRENAL GLANDS|Adrenal Glands|Animals|DEHYDROGENASES|Endocrinology|Female|Gynecology|Human Genetics|Humans|Hydroxysteroid Dehydrogenases|Hydroxysteroids|Medicine & Public Health|OVARY|Obstetrics/Perinatology|Ovary|Oxidoreductases|Rabbits|Rats|STEROIDS|Steroids";"Endocrinology|Gynecology|Human Genetics|Medicine & Public Health|Obstetrics/Perinatology|Adrenal Glands|Animals|Female|Humans|Hydroxysteroid Dehydrogenases|Hydroxysteroids|Ovary|Oxidoreductases|Rabbits|Rats|Steroids|ADRENAL GLANDS|DEHYDROGENASES|OVARY|STEROIDS";"ger";"5ca890dbd9001d48998bbf78|547f0fddcf0ac4340405510a|54b55760e1120002271d2148|600c4fedd9001d019613f933";"";"54b55760e1120002271d2148";"Springer-Verlag";"crossref|springer|pubmed|nature";"crossref|springer|pubmed|nature";"Histochemical studies on hydroxysteroid dehydrogenase activity of the adrenals and ovaries of rats and rabbits"
"High voltage nanosecond pulse generator is needed to study pulsed discharge plasma. Based on the two-stage coaxial Blumlein transmission line and the series connection technology of solid-state switch, the formation principle of square wave of two coaxial Blumlein transmission line is analyzed through the wave propagation process, and the synchronous control of solid-state switch is introduced. The high-level suspension drive of solid-state switch is realized through self-powered drive, so as to generate 3 kV negative high-voltage nanosecond pulse. A prototype of high-voltage nanosecond pulse generator based on two-stage coaxial Blumlein transmission line was built and the related performance tests were carried out. The parameters of the pulse generator under 200 Ω matching load are: amplitude is adjustable within 0~−3 kV, pulse width is adjustable within 100 ns–300 ns, repetition rate is adjustable within 0–50 kHz, falling edge time of negative pulse is 13 ns.";"dtupub";"Xi’an Jiaotong University, 710049, Xi’an, China";"2023-03-31T00:16:08.280Z";"Luo, Huangjin|Zhao, Junping|Li, Ye";"";"2723325292";"";"dtu";"2023";"Annual Conference of China Electrotechnical Society";"10.1007/978-981-99-0408-2_11";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"9819904072|9819904080|9789819904075|9789819904082";"";"";"";"104-111";"";"Proceedings of the 17th Annual Conference of China Electrotechnical Society";"Proceedings of the 17th Annual Conference of China Electrotechnical Society";"";"";"";"Nanosecond pulse generator|Self-powered drive power supply|Series solid state switch|Two-stage coaxial Blumlein transmission line";"Nanosecond pulse generator|Self-powered drive power supply|Series solid state switch|Two-stage coaxial Blumlein transmission line";"Nanosecond pulse generator|Self-powered drive power supply|Series solid state switch|Two-stage coaxial Blumlein transmission line";"eng";"6426263e6adec03d3cfd561b|64277654c7fd273d3c9e5ab8";"";"6426263e6adec03d3cfd561b";"Springer Nature Singapore";"nature|springer";"nature|springer";"High-Voltage Nanosecond Pulse Generator Based on Two-Stage Blumlein Transmission Line"
"";"dtupub";"Apparel, Events, and Hospitality Management, Iowa State University, Ames, IA, USA";"2024-12-02T01:39:10.658Z";"Falsafi, Zahra|Reddy-Best, Kelly L.";"";"2852995023";"";"dtu";"2024";"";"10.1177/0887302X241299415";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"";"";"Clothing and Textiles Research Journal|Clothing and Textiles Research Journal|Clothing and Textiles Research Journal|Cloth Text Res J|Cloth. Text. Res. J";"Cloth Text Res J|Cloth. Text. Res. J|Clothing and Textiles Research Journal";"0887302x|000075|000000|000000|000000";"";"";"";"";"";"eng";"679ad6620fa5631576bbc988";"";"679ad6620fa5631576bbc988";"";"crossref";"crossref";"Consuming Traditional Qashqai Dress in 21st Century Iran: Space, Place, and Connectedness"
"This paper analyzes the effect of the carrier frequency offset on time-domain differential demodulation in orthogonal frequency division multiplexing (OFDM) systems. Exact signal-to-noise ratio (SNR) and accurate symbol error rate (SER) expressions are derived in the presence of the frequency offset. Using the SNR expression, the SNR degradation due to the frequency offset is quantified. The effect of the frequency offset on time-domain differential demodulation is compared with that on coherent demodulation. It is found that time-domain differential demodulation is more sensitive to carrier frequency offsets compared to coherent demodulation. The analysis in this paper not only provides insights into how the carrier frequency offset affects the system performance, but can also be used to determine the maximum tolerable frequency offset given a target SER.";"dtupub";"Marvell Semicond. Inc., Sunnyvale, CA, USA";"2022-01-04T21:32:49.383Z";"Junowon Lee|Toumpakaris, D.|Hui-Ling Lou|Cioffi, J.M.";"";"142888532";"";"dtu";"2004";"2004 IEEE 60th Vehicular Technology Conference. VTC2004-Fall";"10.1109/VETECF.2004.1400071";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"0780385217|9780780385214";"";"";"";"568,569,570,571,572|568-572 Vol. 1";"";"Ieee 60th Vehicular Technology Conference, 2004. Vtc2004-fall. 2004|Vehicular Technology Conference (vtc Spring), 2018 Ieee 87th|Ieee Vehicular Technology Conference Proceedings";"Ieee 60th Vehicular Technology Conference, 2004. Vtc2004-fall. 2004|Ieee Vehicular Technology Conference Proceedings|Vehicular Technology Conference (vtc Spring), 2018 Ieee 87th";"25772465|000095|000001|000000|000000";"1";"";"Degradation|Demodulation|Digital video broadcasting|Error analysis|OFDM modulation|Performance analysis|Signal to noise ratio|System performance|Time domain analysis|Wireless LAN|demodulation|error analysis|error statistics|frequency estimation|noise|time-domain analysis|OFDM systems|SNR|carrier frequency offset|coherent demodulation|maximum tolerable frequency offset|orthogonal frequency division multiplexing|signal-to-noise ratio|symbol error rate|system performance|target SER|time-domain differential demodulation";"Degradation|Demodulation|Digital video broadcasting|Error analysis|OFDM modulation|OFDM systems|Performance analysis|SNR|Signal to noise ratio|System performance|Time domain analysis|Wireless LAN|carrier frequency offset|coherent demodulation|demodulation|error analysis|error statistics|frequency estimation|maximum tolerable frequency offset|noise|orthogonal frequency division multiplexing|signal-to-noise ratio|symbol error rate|system performance|target SER|time-domain analysis|time-domain differential demodulation";"Degradation|Demodulation|Digital video broadcasting|Error analysis|OFDM modulation|Performance analysis|Signal to noise ratio|System performance|Time domain analysis|Wireless LAN|demodulation|error analysis|error statistics|frequency estimation|noise|time-domain analysis|OFDM systems|SNR|carrier frequency offset|coherent demodulation|maximum tolerable frequency offset|orthogonal frequency division multiplexing|signal-to-noise ratio|symbol error rate|system performance|target SER|time-domain differential demodulation";"eng";"569ed77dd4d9fb8d6e0668af";"";"569ed77dd4d9fb8d6e0668af";"";"iel";"iel";"Effect of carrier frequency offset on time-domain differential demodulation in OFDM systems"
"We consider the Curie-Weiss Widom-Rowlinson model for particles with spins and holes, with a repulsion strength beta between particles of opposite spins. We provide a closed solution of the model, and investigate dynamical Gibbs-non-Gibbs transitions for the time-evolved model under independent stochastic symmetric spin-flip dynamics. We show that, for sufficiently large beta after a transition time, continuously many bad empirical measures appear. These lie on (unions of) curves on the simplex whose time-evolution we describe.";"dtu|dtupub|third_party";"";"2022-01-03T06:50:42.502Z";"Kissel, Sascha|Kuelske, Christof";"";"2439928632";"";"dtu";"2018";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"25";"";"";"";"";"";"";"82B20 (Primary) 82B26|82C20 (Secondary)|math.PR";"82B20 (Primary) 82B26|82C20 (Secondary)|math.PR";"82B20 (Primary) 82B26|82C20 (Secondary)|math.PR";"und";"5bb4ea6dd9001d017d2a9a9a";"";"5bb4ea6dd9001d017d2a9a9a";"";"arxiv";"arxiv";"Dynamical Gibbs-non-Gibbs transitions in Curie-Weiss Widom-Rowlinson models"
"";"dtu|dtupub";"";"2022-01-06T11:39:39.428Z";"Yoshida, Masao|Mori, Kenji";"";"2424791369";"";"dtu";"2010";"";"10.1002/chin.200024229";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"24";"";"";"no-no";"";"Cheminform|Cheminform|Cheminform|Cheminform";"Cheminform";"09317597|000089|000031|000024|000000";"31";"";"";"";"";"eng";"5c7a72b8d9001d3a432ec6e1";"";"5c7a72b8d9001d3a432ec6e1";"";"crossref";"crossref";"ChemInform Abstract: Synthesis of Diospyrin, a Potential Agent Against Leishmaniasis and Related Parasitic Protozoan Diseases"
"";"dtu|dtupub";"";"2022-01-04T09:49:21.389Z";"Skrabanek, R. L.";"";"2477902189";"";"";"1968";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"1";"";"";"181-182";"";"Social Science Quarterly|Social Science Quarterly|Soc Sci Q|Soc Sci Quart|Soc. Sci. Q|Social Science Quarterly (blackwell Publishing Limited)";"Soc Sci Q|Soc Sci Quart|Soc. Sci. Q|Social Science Quarterly|Social Science Quarterly (blackwell Publishing Limited)";"00384941|000131|000049|000001|000000";"49";"";"";"";"";"eng";"5d7bf749d9001d01b855f26e";"";"5d7bf749d9001d01b855f26e";"The Southwestern Social Science Association, The University of Texas Press";"jstor";"jstor";"College Women and Fertility Values"
"";"dtu|dtupub";"";"2022-01-10T15:45:10.729Z";"";"";"2554084407";"";"dtu";"1994";"";"10.5479/si.GVP.BGVN199403-211040";"Wunderman, Richard";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"3";"";"";"";"";"Bulletin of the Global Volcanism Network|Bulletin of the Global Volcanism Network|Global Volcanism Network Bulletin";"Bulletin of the Global Volcanism Network|Global Volcanism Network Bulletin";"19383509|000105|000019|000003|000000";"19";"";"";"";"";"eng";"5d062c3ad9001d394c789666";"";"5d062c3ad9001d394c789666";"";"crossref";"crossref";"Report on Stromboli (Italy)"
"";"dtupub";"";"2022-01-05T05:53:17.063Z";"MARSHALL, R J";"";"129676084";"";"";"1965";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"";"";"";"230-237|230-7";"";"Mental Hygiene|Mental Hygiene|Ment Hyg|Ment Hyg|Mh";"Ment Hyg|Mental Hygiene|Mh";"00259683|000134|000049|000000|000000";"49";"";"Government|Hospital Administration|Hospitals|Hospitals, Psychiatric|Humans|Psychotherapy|Psychotherapy, Group|HOSPITAL ADMINISTRATION|HOSPITALS, PSYCHIATRIC|PSYCHOTHERAPY, GROUP";"Government|HOSPITAL ADMINISTRATION|HOSPITALS, PSYCHIATRIC|Hospital Administration|Hospitals|Hospitals, Psychiatric|Humans|PSYCHOTHERAPY, GROUP|Psychotherapy|Psychotherapy, Group";"Government|Hospital Administration|Hospitals|Hospitals, Psychiatric|Humans|Psychotherapy|Psychotherapy, Group|HOSPITAL ADMINISTRATION|HOSPITALS, PSYCHIATRIC|PSYCHOTHERAPY, GROUP";"eng";"54b56407e112000227237ae9";"";"54b56407e112000227237ae9";"";"pubmed";"pubmed";"A GUIDE TOWARD ESTABLISHING PATIENT GOVERNMENT"
