"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"Patients with inflammatory bowel diseases are susceptible to thrombosis in the active phase of the disease. Tests and some factors of coagulability have shown the existence of hypercoagulability of the blood in the active phase of these diseases. In the last few years some authors have found increased levels of antiphospholipid antibodies in the blood of patients with severe forms of Crohn's disease and ulcerative colitis. In a prospective study anticardiolipin antibodies have been measured in the blood of 12 patients, eight with ulcerative colitis and four with Crohn's disease. Six patients with ulcerative colitis and two with Crohn's disease were in the active phase of the disease, and the others in the remission. None of the patients had any clinical signs of thrombosis. Anticardiolipin antibodies were slightly increased in only one patient with severe ulcerative colitis complicated with erythema nodosum and swelling of the ankles. In nine patients anticardiolipin antibodies were in the normal range, but in two they were not found. Results of our study do not allow any definite conclusion regarding the possible role of antiphospholipid antibodies in the development of thrombosis in inflammatory bowel diseases: the number of the patients is relatively low and in half of the cases the disease was moderately active. Further studies are therefore necessary.";"dtupub";"Military Medical Academy, Clinic for Gastroenterology, Belgrade.";"2022-01-08T00:34:07.708Z";"Martinović, Z|Perisić, K|Pejnović, N|Lukacević, S|Rabrenović, L|Petrović, M";"";"107496459";"";"";"1998";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"2";"";"";"47-49|47-9";"";"Vojnosanitetski Pregled|Vojnosanitetski Pregled|Vojnosanit Pregl|Vojnosanit Pregl|Vojnosanit. Pregl|Vojnosanitetski Pregled|Vojnosanitetski Pregled Casopis Lekara I Farmaceuta Jugoslovenske Narodne Armi";"Vojnosanit Pregl|Vojnosanit. Pregl|Vojnosanitetski Pregled|Vojnosanitetski Pregled Casopis Lekara I Farmaceuta Jugoslovenske Narodne Armi";"00428450|000101|000055|000002|000000";"55";"";"Adult|Colitis, Ulcerative|Crohn Disease|Female|Humans|Male|Middle Aged|Prospective Studies|Thrombosis|Antibodies, Antiphospholipid";"Adult|Antibodies, Antiphospholipid|Colitis, Ulcerative|Crohn Disease|Female|Humans|Male|Middle Aged|Prospective Studies|Thrombosis";"Adult|Colitis, Ulcerative|Crohn Disease|Female|Humans|Male|Middle Aged|Prospective Studies|Thrombosis|Antibodies, Antiphospholipid";"eng";"54b685c825bab9230a1f9790";"";"54b685c825bab9230a1f9790";"";"pubmed";"pubmed";"Antiphospholipid antibodies in inflammatory bowel diseases"
"";"dtu|dtupub";"";"2022-01-05T22:48:50.206Z";"de Wyzewa, T.";"";"2457556810";"";"dtu";"1897";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"2";"";"";"457-468";"";"Revue Des Deux Mondes (1829-1971)|Revue Des Deux Mondes (1829-1971)|Rev Deux Mondes";"Rev Deux Mondes|Revue Des Deux Mondes (1829-1971)";"00351962|000202|000141|000002|000000";"141";"";"";"";"";"fre";"5d7d61afd9001d01b88609fd";"";"5d7d61afd9001d01b88609fd";"Revue des Deux Mondes";"jstor";"jstor";"REVUES ÉTRANGÈRES"
"";"dtu|dtupub";"";"2023-06-29T00:27:57.451Z";"Cesarski, Maciej";"";"2726350966";"";"";"2022";"";"10.15584/johass.2022.2.7";"";"";"article";"dtu_external|dtupub_external";"";"";"";"2";"";"";"119-134";"";"Ur Journal of Humanities and Social Sciences|Ur Jo of Huma and Soc Scie";"Ur Jo of Huma and Soc Scie|Ur Journal of Humanities and Social Sciences";"25438379|000077|000023|000002|000000";"23";"";"";"";"";"und";"649cd00c7c575901322fcdd4";"0000-0002-7102-9869";"649cd00c7c575901322fcdd4";"";"crossref";"crossref";"Nowy Europejski Bauhaus na opamiętanie – modernizm przeciw pandemii COVID-19, czy tylko?"
"One instance of similarity of idea and diction between Gerard Manley Hopkins and Pierre Teilhard de Chardin is the notion of suffering. Teilhard refers to ""passivities,"" using the term philosophically to denote ""being acted upon, suffering, letting happen,"" and opposing the term to ""activities."" Hopkins does not use the term, but does show in his work that he takes suffering to have the same positive values: suffering calls man to respond with a search for God, to struggle against the evil of the suffering, to unite the struggle with the activity of Christ in the world, to unite the self to Christ, and finally to enter into the passion and resurrection of Christ in an act of resignation that is a resigning of all one's activities and passivities to God. Teilhard's treatment of passivities is helpful in the study of those poems in which Hopkins deals with human suffering or reveals his own personal suffering. An emphasis on an active response emerges from the writings of the two men, and Teilhard's is the more explicit, being scientific and philosophical. Therefore, his work illuminates poems which have been at times interpreted as works of Hopkins' personal despair.";"dtu|dtupub";"";"2022-01-06T04:03:43.924Z";"Eucharista Ward, Sister M.";"";"2460796033";"";"";"1972";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"4";"";"";"321-331";"";"Victorian Poetry|Victorian Poetry";"Victorian Poetry";"00425206|000127|000010|000004|000000";"10";"";"";"";"";"eng";"5d7e29f3d9001d01b8c07b06";"";"5d7e29f3d9001d01b8c07b06";"West Virginia University";"jstor";"jstor";"Suffering as Passivity: Pierre Teilhard de Chardin as a Gloss on Gerard Manley Hopkins"
"Summary form only given. Nd:YVO/sub 4/ is a commonly used four-level laser gain material in microchip lasers with a positive change in refractive index with temperature and short absorption depth, producing a positive 'thermal' lens within the bulk of the crystal, as well as surface deformation when pumped cw with a laser diode. We have developed an analytical computer model based on the work of Farrukh (1988) and a numerical model based on finite element theory, to help predict behavior under different modes of operation and present a comparison of these models with observed results.";"dtu|dtupub";"Dept. of Phys. & Astron., St. Andrews Univ., UK";"2022-01-04T19:21:17.647Z";"Conroy, R.S.|Kemp, A.|Matthews, D.G.|Sinclair, B.D.";"";"2290920262";"";"dtu";"1996";"CLEO '96. Summaries of Papers Presented at the Conference on Lasers and Electro-Optics. Vol.9. 1996 Technical Digest Series. Conference Edition";"";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"1557524432|9781557524430";"";"";"";"175-176";"";"Summaries of Papers Presented at the Conference on Lasers and Electro-optics";"Summaries of Papers Presented at the Conference on Lasers and Electro-optics";"";"";"";"Crystalline materials|Diodes|Laser modes|Laser noise|Laser transitions|Microchip lasers|Optical materials|Predictive models|Pump lasers|Refractive index";"Crystalline materials|Diodes|Laser modes|Laser noise|Laser transitions|Microchip lasers|Optical materials|Predictive models|Pump lasers|Refractive index";"Crystalline materials|Diodes|Laser modes|Laser noise|Laser transitions|Microchip lasers|Optical materials|Predictive models|Pump lasers|Refractive index";"eng";"569ecd5de332f6876e04ebb8";"";"569ecd5de332f6876e04ebb8";"IEEE";"iel";"iel";"Gain-guiding and thermal distortion in diode-pumped Nd:YVO/sub 4/ microchip lasers"
"Many centers do not use the medial third of the patellar tendon as a graft for ACL reconstruction due to the apprehension that there may be post harvest maltracking of the patella towards the lateral side. We undertook a prospective study to evaluate patellar alignment in 30 patients in whom ACL reconstruction was done using the medial third of the patellar tendon. Q-angle assessment was the rough clinical parameter, and the Merchant view, Laurin views, and CT scans were used for radiological assessment. The assessment was done preoperatively and at six months post surgery, and the contralateral normal knees were used as controls. We observed no significant changes in the congruence angle (pre-op -13.86 degrees, postop -12 degrees) or the lateral patellofemoral angles in the pre-operative and postoperative knees as compared to the controls. CT scans were more sensitive for evaluating the congruence angles, and picked up an insignificant abnormal lateralisation of the patella in four cases. None of these patients however had any postoperative symptoms of misalignment. Although medial third graft harvesting did have a 13% change in patellar alignment, this was not statistically significant. Post harvesting local problems are inherent to the procedure, and are independent of the site of harvesting, as they were also seen in cases with no evidence of misalignment.";"dtupub";"Department of Orthopaedics, Post Graduate Institute of Medical Education & Research, Chandigarh, India. msdhillon@sancharnet.in";"2022-01-09T09:24:54.634Z";"Dhillon, Mandeep S|Mohan, Parmod|Nagi, Onkar N";"";"39416214";"";"dtu";"2003";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"4";"";"";"334-340|334-40";"";"Acta Orthopaedica Belgica|Acta Orthopaedica Belgica|Acta Orthop Belg|Acta Orthop Belg|Acta Orthop. Belg";"Acta Orthop Belg|Acta Orthop. Belg|Acta Orthopaedica Belgica";"00016462|000096|000069|000004|000000";"69";"";"Adult|Female|Humans|Male|Middle Aged|Patella|Prospective Studies|Tendons|Transplantation, Autologous|Anterior Cruciate Ligament|Treatment Outcome|Orthopedic Procedures|Plastic Surgery Procedures|Tissue and Organ Harvesting";"Adult|Anterior Cruciate Ligament|Female|Humans|Male|Middle Aged|Orthopedic Procedures|Patella|Plastic Surgery Procedures|Prospective Studies|Tendons|Tissue and Organ Harvesting|Transplantation, Autologous|Treatment Outcome";"Adult|Female|Humans|Male|Middle Aged|Patella|Prospective Studies|Tendons|Transplantation, Autologous|Anterior Cruciate Ligament|Treatment Outcome|Orthopedic Procedures|Plastic Surgery Procedures|Tissue and Organ Harvesting";"eng";"54b6c5f41e453692033569f9";"";"54b6c5f41e453692033569f9";"";"pubmed";"pubmed";"Does harvesting the medial third of the patellar tendon cause lateral shift of the patella after ACL reconstruction?"
"Abstract Currently, image semantic segmentation has problems such as low accuracy and long running time. This paper proposes an image semantic segmentation method based on generative adversarial network and ENet model combined with deep neural network. This method first improves the network model of generative adversarial network. Ensure the high resolution of the generated image and achieve high similarity with the real image. While ensuring the high accuracy of image semantic segmentation, it effectively improves the real‐time performance of network processing. The proposed method is verified based on public data sets. The experimental results show that the segmentation accuracy of this method can reach more than 93%, and the simulation running time is less than 0.171 s, which shows good high accuracy and high real‐time performance. A feasible strategy is proposed for the further productization of semantic segmentation.";"dtupub";"Hunan Mass Media Vocational and Technical College Changsha Hunan China";"2022-01-11T00:04:07.194Z";"Li, Huiyi";"";"2692248635";"";"dtu";"2021";"";"10.1049/tje2.12067";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"10";"";"";"594-604";"";"Journal of Engineering|Journal of Engineering";"Journal of Engineering";"20513305|000078|002021|000010|000000";"2021";"";"Engineering (General). Civil engineering (General)|TA1-2040";"Engineering (General). Civil engineering (General)|TA1-2040";"Engineering (General). Civil engineering (General)|TA1-2040";"eng";"610d216ed9001d01a11f223d|616d547dd9001d0182804c85";"0000-0003-0764-475X";"610d216ed9001d01a11f223d";"Wiley";"crossref|doaj";"crossref|doaj";"Image semantic segmentation method based on GAN network and ENet model"
"Concrete waste is incorporated as one of the highest proportions of the total construction and demolition materials, i.e. about 80% in Australia. Most of the concrete waste generated is sent to landfills. Part of the concrete waste is used as recycled aggregate for recycled aggregate concrete; however, the use of recycled aggregate concrete is only limitedly used as sub-grade and pavement applications. Structural or high-grade concrete applications from recycled aggregate are rarely used. One of the main reasons is the low quality of recycled aggregate with low density, high water absorption rate and low strength. This chapter reviews the existing concrete waste recycling technologies for improving recycled aggregate quality and thus for the use of recycled aggregate concrete as high-grade applications, which include (1) heating and grinding method; (2) screw grinding method; (3) mechanical grinding method; and (4) gravity concentration method. The mechanisms of the methods are also discussed. A cost and benefit analysis of using recycling concrete by a case study is also explored..";"dtupub";"School of Computing, Engineering and Mathematics, University of Western Sydney, Penrith, NSW, Australia";"2022-01-04T12:58:46.206Z";"Tam, Vivian W.Y.";"";"2393405292";"";"dtu";"2014";"";"10.1016/B978-0-12-396459-5.00024-6";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"0123964598|0123965063|0128100230|1784025534|9780123964595|9780123965066|9780128100233|9781784025533";"";"";"";"385-396";"";"Handbook of Recycling";"Handbook of Recycling";"";"";"";"";"";"";"eng";"5a143f045010df36af56b724";"";"5a143f045010df36af56b724";"";"elsevier";"elsevier";"Chapter 24 - Recovery of Construction and Demolition Wastes"
"";"dtu|dtupub";"University of Southern California|60029311";"2022-01-03T06:00:26.900Z";"Krishnamachari, B.";"";"2465348384";"";"";"2005";"";"10.1145/3244448";"";"";"book";"dtu_external|dtupub_external";"";"";"";"";"";"";"";"";"Proceedings of the 3rd International Conference on Embedded Networked Sensor Systems";"Proceedings of the 3rd International Conference on Embedded Networked Sensor Systems";"";"";"";"Networks / Network types|Software and its engineering / Software creation and management";"Networks / Network types|Software and its engineering / Software creation and management";"Networks / Network types|Software and its engineering / Software creation and management";"eng";"5d9dc96bd9001d018d0d92b1";"";"5d9dc96bd9001d018d0d92b1";"";"acm";"acm";"Session details: Design frameworks"
"In both the U.S. and Canada there are regulatory distinctions between the nature of health claims that can be made for foods versus drugs. For marketing in the U.S., the Food and Drug Administration provides guidance on food and dietary supplement claims in contrast to botanical (and other) drug claims. For marketing in Canada, Health Canada is developing a series of guidance documents on product classification, evidence requirements and procedures for regulatory compliance based on those classification decisions, including labeling of products at the food/natural health product interface. However, the range of currently marketed products' ingredients, formats and representations for use form a continuum rather than discrete product categories. This creates challenges for the interpretation and application of the regulators' written guidance on claim labeling and advertising when companies try to navigate the regulations in the two jurisdictions. Health Canada's guidance and requirements will be summarized and contrasted with the U.S. FDA's guidance and requirements in order to facilitate international regulatory cooperation and trade. The need for such international regulatory perspectives increases as experimental and clinical research provide a rapidly growing evidence base to support specific health benefits of products in this expanding category.";"dtu|dtupub";"";"2022-01-07T07:44:13.680Z";"Marles, RJ";"";"2240314681";"";"dtu";"2013";"Abstracts of the 12th International Conference on the Science of Botanicals";"10.1055/s-0033-1336427";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"05";"";"";"";"";"Planta Medica|Planta|Planta Med|Planta Medica Journal of Medicinal Plant Research";"Planta|Planta Med|Planta Medica|Planta Medica Journal of Medicinal Plant Research";"00320943|000086|000000|000000|000000";"79";"";"";"";"";"eng";"5fc8a55f5eee4800258363e2|5cb5ae1dd9001d01a4834b0b";"";"5fc8a55f5eee4800258363e2";"";"thieme|crossref";"thieme|crossref";"Challenges and Opportunities for Health Claims on Products at the Food/Drug Interface"
