"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub";"";"2022-01-11T10:47:29.241Z";"";"";"2389957617";"";"dtu";"1877";"";"10.1016/S2543-3377(17)30460-0";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"9";"";"";"220-224";"";"Veterinary Journal and Annals of Comparative Pathology|Veterinary Journal and Annals of Comparative Pathology";"Veterinary Journal and Annals of Comparative Pathology";"25433377|000222|000005|000009|000000";"5";"";"";"";"";"eng";"5cc36edfd9001d62a295df4d";"";"5cc36edfd9001d62a295df4d";"";"crossref";"crossref";"Proceedings of Veterinary Medical Societies, etc"
"";"dtu|dtupub";"";"2022-01-06T23:30:30.010Z";"";"";"2460922567";"";"";"1954";"";"";"";"";"other";"dtu_external|dtupub_external";"";"";"";"1338";"";"";"432-432";"";"Musical Times";"Musical Times";"";"95";"";"";"";"";"eng";"5d7e363cd9001d01b8c35a52";"";"5d7e363cd9001d01b8c35a52";"Novello & Company, Ltd.";"jstor";"jstor";"Selected Recitals"
"";"dtu|dtupub";"";"2022-01-06T03:49:41.812Z";"Iwamura, Y";"";"2409842451";"";"";"1987";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"2";"";"";"290-296|290-6";"";"Nihon Rinsho. Japanese Journal of Clinical Medicine|日本臨牀|Nihon Rinsho|Nihon Rinsho";"Nihon Rinsho|Nihon Rinsho. Japanese Journal of Clinical Medicine|日本臨牀";"00471852|000112|000045|000002|000000";"45";"";"Animals|Feedback|Humans|Motor Cortex|Movement|Somatosensory Cortex";"Animals|Feedback|Humans|Motor Cortex|Movement|Somatosensory Cortex";"Animals|Feedback|Humans|Motor Cortex|Movement|Somatosensory Cortex";"jpn";"54b60ef4e112000227777094";"";"54b60ef4e112000227777094";"";"pubmed";"pubmed";"Somatic sense and voluntary movement"
"";"dtu|dtupub";"";"2022-01-08T22:09:11.091Z";"Friend, Theodore";"";"2357254177";"";"dtu";"1976";"";"10.1086/ahr/81.4.947";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"4";"";"";"947-948";"";"American Historical Review|American Historical Review|Am Hist Rev|Am. Hist. Rev|American Historical Review";"Am Hist Rev|Am. Hist. Rev|American Historical Review";"00028762|000123|000081|000004|000000";"81";"";"";"";"";"eng";"5cb99804d9001d01a4134562";"";"5cb99804d9001d01a4134562";"";"crossref";"crossref";"J. D. Legge. Sukarno: A Political Biography. New York: Praeger Publishers. 1972. Pp. ix, 431. $10.95"
"Since the discovery of the top quark in 1995 by the CDF and D0 collaborations at the Fermilab Tevatron proton antiproton collider, precise measurements of its mass are ongoing. Using data recorded by the D0 and CDF experiment, corresponding to up to the full Tevatron data sample, top quark mass measurements performed in different final states using various extraction techniques are presented in this article. The recent Tevatron top quark mass combination yields m_t=173.20 +-0.87 GeV. Furthermore, measurements of the top antitop quark mass difference from the Tevatron are discussed.";"dtu|dtupub|third_party";"for the CDF and D0 collaborations";"2022-01-03T06:54:06.210Z";"Peters, Reinhild Yvonne";"";"2855681967";"";"dtu";"2013";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"6";"";"";"";"";"";"";"hep-ex";"hep-ex";"hep-ex";"und";"531d88b18aa9226c1c09b051";"";"531d88b18aa9226c1c09b051";"";"arxiv";"arxiv";"Top Quark Mass Measurements at the Tevatron"
"Investigation on seedling selection of 29 Juglans regia genotypes for further forest plantation trial on degraded forest lands of Kurdistan Abstract In this experiment 29 genotypes of walnut (Juglans regia) were studied, based on Randomized Complete Blocks Design (RCBD) and four replicates. The experiment was conducted in Rikhalan Experimental Station of Marivan. City through three years (1996 – 1998). The results showed that there w ere significant differences between the walnut genotypes for survival percentage, height and collar diameter performances. The highest value of the three seedling performances belonged to the following walnut genotypes: Survival: J-19 with 50.75 percent. Height: J-10 and J-19 with 35.52 and 34.87 cm, respectively. Collar diameter: J-14, J-19, J-4 and J-10 with 6.52, 6.47, 6.3 and 6.2 mm, respectively. According to Cluster Analysis Statistical Method, J-19, J-10 and J-14 were the most successful genotypes in view point of the three seedling performances. The above genotypes were introduced to the second phase of the trial, which aims to investigate the survival and growth of the genotypes at forest plantation scale.   Key Words: walnut, Juglans regia, survival, height, diameter, Kurdistan, afforestation           Genetic variability of beech populations in Iran assessed by PCR-RFLP analysis of cp-DNA     Abstract Fagus is one of the most abundant and economically important forest tree genera in north of Iran. 14 populations of F. orientalis Lipsky were selected from its wide distribution through the Caspian Forests, in order to study the species genetic variation by three methods: enzyme, cpDNA and morphology. Chloroplast (cp) DNA polymorphysm was analyzed in the same populations of the Iranian beech by PCR-RFLP test. Two cpDNA gene regions, including DT and OA were generated and digested by bounder of HaeIII and HinfI. endonucleases The generated pieces fragments were separated by gel electrophoresis. The digestied profiles of the two regions CDT and OA were compared simultaneously with the digestied fragments of the control DNA of the known haplotype (kindly provided by Raffaello Giannini, IMGPF-CNR, Italy) to identify the Iranian haplotypes. The restricted fragments of the region DT did not show polymorphism among the individuals within any analysed population. However, among individuals within the analysed populations of Asalem and Neka-1400 areas, polymorphism in the bounder fragments of the OA region was found. Overall, three different chloroplast (cp) haplotypes were scored. Distribution of the cpDNA haplotypes revealed a geographical structure of the genetic differentiation with Gst=%68.7 and Nst=%70.3.   Key words: Fagus orientalis, Hyrcanian zone, genetic variability, cpDNA characteristics.             Soft - wood species trial on low altitude site of Neka Forest of Caspian Region     Abstract The aim of the study was to introduce the most successful exotic species for Forest plantation projects. The trial was conducted in 1992 on ahumidsite at low altitude of Neka Forest in Mazandaran province of I. R. Iran (North Forests), under compeletely Randomized Block with three replicates and eight tretments. The treatments consisted of six pine species (P. taeda, P.radiata, P. brutia, P. nigra var. austriaca, P. pinaster and P. Longifolia), Crytomeria japonica and Cedrus deodara. The species growth characteristics were measured after 10 years (1992-2000), including survival, height, collar diameter, breast height diameter and quality. soil physical and chemical properties were determined and climate characteristics were identified. The statistical analysis showed that there were significant differences between the species in relation to their qualitative and quantitative parameters. The most promising species were P. taeda, P. radiata and P. brutia, respectively. Key words: Elimination trial, Needle-leaved, Caspian forests, Survival, Height, Diameter           Investigation on weakness and mortality of some soft - wood species planted in a park of Fars province of Iran     Abstract A research project was carried out from 2000 to 2002 to determine the dieback and death cause of several conifer trees, planted in 1972 in the Abolmahdi spring park, located 100 km away in north of Shiraz, centre of Fars province of I. R. Iran. The related biological, climatical and edaphic factors were studied. There was no indication that the death and dieback might have occurred as the result of any specific pests, disease or soil limited elements found in arid and semi - arid regions, despit of low organic matter. The observations and tests showed that the dieback and death of the species such as Pinus eldarica, Cupressus sempervirens var. horizontalis and C.S. var. cerifomis are the result of restrictions in root growth. This problem is attributed to the fact that some of the plastic bags which used as plot, had been have not been removed at planting time due to careless management of plantation. The sever drought which occurred in the region from 1998 to 2001 was also responsible for the physiological problems of the trees. Irrigation in dry season can prevent trees from showing physiological difficulties. Cedrus libani trees might have died due to harsh climatic conditions during the sever drought period. Using native tree species and carrying out research projects to identify the adapted tree species for forest plantation programs is a practical way for preventing problems resulting from introducing exotic species. Fire incidences have also caused damages in some parts f the park.   Key words: Cedrus libani, Cupressus sempervirens var. cerifomis, Cupressus sempervirens var. horizontalis, Dieback, Drought, Fire incidences, Pinus eldarica           Investigation on adaptability and wood production of different poplar clones (closed crown) in Karaj City   Abstract In this investigation 15 superior poplar clones with closed crown were selected from the first stage of nursery selection trial. From each clone 75 one year old seedlings were planted according to the randomized complete blocks design, at Karaj Alborz Research Center in 1989. At the end of each growing season height and diameter (dbh) growth of all trees were measured. After 10 years, the mean values of  total, annual and average volume growth for each clone were calculated and statisticaly analyzed, using MSTATC software. The following results were achieved from this study: - Populus nigra var. betulifolia 17/13 and populus nigra 56/33 had the greatest growth in diameter (19.8 cm) and in height (17.7 m.), respectively. - Populus nigra var. betulifolia 17/13 with 30.83 m³ and Populus simonii with 7.79 m³ had the maximum and minimum average volume growth per hectare per year. There were significant differences between these clones in volume growth. The maximum volume growth of the clones was developed in 1997 and 1998 when the percentage of volume growth in these two years, varied between 30.41 and 42.88 m3in the different clones, in comparison to the 10 year growth period. - Populus ciliata and Populus simonii were the most sensetive clones and Populus alba 44/9 and Populus alba 58/57 were the most resistant clones to pest attack, respectively. Based on the results of this investigation, the following clones could be recommended for large scale plantation:         Clones   Average volume growth (m³/h/yr)     1-   P. nigra var. betulifolia 17/13   30.83     2-   P. nigra 56/33   28.09     3-   P. nigra 47/3   24.83     4-   P. nigra 42/53   24.60     5-   P. nigra 42/78   23.06     6-   P. nigra 49/5   21.49       Key words: Poplar, Clone, Adaptability, Wood production, Clones comparison.     Northren forests boundary mapping of Iran Using Landsat7 ETM+ data   Abstract For sustainable management of the Caspian Forests of Iran, a most appropriate and fastest method of data collection and combination is essential. Combination of Satellite digital data with field data, using Geographic Information Systems, (GIS) could be applied to obtain accurate information for multiple decision making which is influenced by different factors. In this study eight senses of Landsat 7ETM+ data accosted from Caspian Forests of Iran, June and July 2000, were used. Based on OIF index and statistical analysis of the ETM data, color composite 3,4 and 5 were selected for unsupervised classification. The ground observation information were collected from 3860 plots(30*30), using unsupervised map as a primary map. Overall, combining the ETM and the ground data throw the field information, using the supervised classification method, boundary of the Caspian Forests of Iran were achieved in six classes (Dense forest, Sparse forest, Rangeland, Farm land, Water and Bare soil). The classification accuracy assessment showed that the accuracy rates of the dense forest, sparse forast, rangaland, farmland, water and bara soil were 83, 78, 54, 76 and 98 percent, respectively.   Keywords: Classification, Satellite data, boundary mapping, Accuracy assessment, Caspian forests.";"dtu|dtupub|third_party";"";"2022-01-04T03:45:58.735Z";"";"";"2439265341";"";"dtu";"2003";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"Taḥqīqāt-i Jangal Va Ṣinubar-i Īrān (online)";"Taḥqīqāt-i Jangal Va Ṣinubar-i Īrān (online)";"23831146|000096|000000|000000|000000";"";"";"Forestry|SD1-669.5";"Forestry|SD1-669.5";"Forestry|SD1-669.5";"per";"5b9e3899d9001d01990cc47b";"";"5b9e3899d9001d01990cc47b";"Research Institute of Forests and Rangelands of Iran";"doaj";"doaj";"Abstracts"
"";"dtu|dtupub";"";"2022-01-08T21:13:53.406Z";"BERNACKI, R. J.";"";"2424814301";"";"";"1989";"";"10.1093/jnci/81.3.232";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"232-232";"";"Jnci Journal of the National Cancer Institute|Jnci-journal of the National Cancer Institute|Jnci Journal of the National Cancer Institute|J Nat Canc|J Nat Cancer Inst|J Natl Cancer I|J Natl Cancer Inst|J Natl Cancer Inst (cary)|Jnci|Jnci-j Natl Cancer I|Jnci-j. Natl. Cancer Inst|Journal of the National Cancer Institute Jnci|National Cancer Institute Journal";"J Nat Canc|J Nat Cancer Inst|J Natl Cancer I|J Natl Cancer Inst|J Natl Cancer Inst (cary)|Jnci|Jnci Journal of the National Cancer Institute|Jnci-j Natl Cancer I|Jnci-j. Natl. Cancer Inst|Jnci-journal of the National Cancer Institute|Journal of the National Cancer Institute Jnci|National Cancer Institute Journal";"00278874|000110|000081|000003|000000";"81";"";"";"";"";"eng";"5cb9dbadd9001d01a41f8a3d";"";"5cb9dbadd9001d01a41f8a3d";"";"crossref";"crossref";"Book Reviews"
"";"dtu|dtupub";"";"2022-01-09T18:10:37.076Z";"Lopez-Siles, Mireia|Martinez-Medina, Margarita|Surís-Valls, Romà|Aldeguer, Xavier|Sabat-Mir, Miriam|Duncan, Sylvia H.|Flint, Harry J.|Garcia-Gil, L. Jesús";"";"2551262673";"";"dtu";"2016";"";"10.1097/MIB.0000000000000590";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"1";"";"";"28-41";"";"Inflammatory Bowel Diseases|Inflammatory Bowel Diseases|Inflammatory Bowel Diseases|Inflamm B D|Inflamm Bowel Dis|Inflamm. Bowel Dis";"Inflamm B D|Inflamm Bowel Dis|Inflamm. Bowel Dis|Inflammatory Bowel Diseases";"10780998|000083|000022|000001|000000";"22";"";"";"";"";"eng";"5cbe6490d9001d01a4a1f02d";"";"5cbe6490d9001d01a4a1f02d";"";"crossref";"crossref";"Changes in the Abundance of Faecalibacterium prausnitzii Phylogroups I and II in the Intestinal Mucosa of Inflammatory Bowel Disease and Patients with Colorectal Cancer"
"";"dtu|dtupub";"";"2022-01-07T07:34:58.879Z";"";"";"2552959193";"";"";"1975";"";"10.1111/j.1752-0606.1975.tb00086.x";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"198-198";"";"Journal of Marital and Family Therapy|Journal of Marital and Family Therapy|J Marital Fam Ther|J. Marital Fam. Ther|Journal of Marital and Family Therapy";"J Marital Fam Ther|J. Marital Fam. Ther|Journal of Marital and Family Therapy";"0194472x|000124|000001|000003|000000";"1";"";"";"";"";"eng";"5cb4d443d9001d01a457d361";"";"5cb4d443d9001d01a457d361";"";"crossref";"crossref";"Announcements and Notices"
"Massachusetts Institute of Technology. Dept. of Electrical Engineering. Thesis. 1971. Ph.D. MICROFICHE COPY ALSO AVAILABLE IN BARKER ENGINEERING LIBRARY. Vita. Bibliography: leaves 169-172. Ph.D.";"dtu|dtupub|third_party";"";"2022-01-05T03:06:50.757Z";"B. Rhodes., Ian|Massachusetts Institute of Technology. Department of Electrical Engineering|Massachusetts Institute of Technology. Department of Electrical Engineering and Computer Science|Bertsekas, Dimitri P";"";"228059641";"";"dtu";"1971";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"";"";"";"";"";"";"";"";"";"";"Electrical Engineering";"Electrical Engineering";"Electrical Engineering";"eng";"5319e655187827ad3d008753";"";"5319e655187827ad3d008753";"Massachusetts Institute of Technology";"mitdspace";"mitdspace";"Control of uncertain systems with a set-membership description of the uncertainty"
