"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtupub";"";"2022-01-10T21:48:18.373Z";"Dumas, Bernard";"";"2686976285";"";"dtu";"2021";"";"10.4000/geomorphologie.15461";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"1";"";"";"89-95";"";"Géomorphologie : Relief, Processus, Environnement|Geomorphologie - Relief Processus Environnement|Geomorphologie|Géomorphologie";"Geomorphologie|Geomorphologie - Relief Processus Environnement|Géomorphologie|Géomorphologie : Relief, Processus, Environnement";"12665304|000078|000027|000001|000000";"27";"";"";"";"";"und";"609283a2d9001d01aa69c474";"";"609283a2d9001d01aa69c474";"";"crossref";"crossref";"Commentaires relatifs aux « Réflexions sur l’apport de la géomorphologie à la mise en évidence des variations du niveau de la mer au cours de l’Holocène en Calabre méridionale », de Pierre Guérémy (2020), Géomorphologie : relief, process|Comments on “Geomorphology and sea-level change during Holocene in South Calabria”, by Pierre Guérémy (2020), Géomorphologie : relief, processus, environnement, 26 (3), 185-194"
"";"dtu|dtupub";"";"2022-01-09T18:27:38.398Z";"Ang, Melvin T. L.|Winks, Robin W.";"";"2405218234";"";"";"1980";"";"10.2307/491694";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"442";"";"History Teacher|History Teacher|History Teacher|Hist Teacher|History Teacher|History Teacher (long Beach, Calif.)|Society for History Education";"Hist Teacher|History Teacher|History Teacher (long Beach, Calif.)|Society for History Education";"00182745|000119|000013|000003|000000";"13";"";"";"";"";"und";"5cbf48d3d9001d62a2193851|56d85c6e5b3804ae42101c2d";"";"5cbf48d3d9001d62a2193851";"Society for History Education";"crossref|jstor";"crossref|jstor";"Western Civilization: A Brief History"
"";"dtupub";"";"2022-01-06T13:19:32.839Z";"ROSEN, CATHERINE ELKIN";"";"2234747062";"";"dtu";"1977";"";"10.1111/j.1745-6606.1977.tb00620.x";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"2";"";"";"94-100";"";"Journal of Consumer Affairs|Journal of Consumer Affairs|J Consum Aff|J. Consum. Aff|Journal of Consumer Affairs";"J Consum Aff|J. Consum. Aff|Journal of Consumer Affairs";"00220078|000122|000011|000002|000000";"11";"";"";"";"";"eng";"5c7bc5fad9001d3a43312ca9|5d7dbb31d9001d01b8a1908e";"";"5c7bc5fad9001d3a43312ca9";"THE UNIVERSITY OF WISCONSIN PRESS";"crossref|jstor";"crossref|jstor";"Institutional Intimidation and Consumer Privacy"
"Observations and quantitative LEED measurements have been made of the adsorption of oxygen on Cu {100} to form a Cu {100} (2 × 2)R45° -O structure and a Cu {l00} (2 × 22)R45° -O structure. Using observations of LEED diffracted beam splitting and comparisons of the intensities with dynamical theory calculations, we propose that oxygen is first adsorbed into 2-fold bridge sites ∼1.4 Å above the metal surface layer, but that it may subsequently be incorporated into almost coplanar 4-fold sites. These proposals are discussed in the light of other results on these systems by different techniques.";"dtupub";"Physics Department, University of Warwick, Coventry, CV4 7AL, England";"2022-01-05T05:44:06.045Z";"Onuferko, Julia H.|Woodruff, D.P.";"";"28797892";"";"dtu";"1980";"";"10.1016/0039-6028(80)90195-8";"";"";"article";"dtu|dtu_electronic|dtu_printed|dtupub_printed";"";"";"";"95";"";"";"555-570";"";"Surface Science|Surf Sci|Surf. Sci|Surface Sci";"Surf Sci|Surf. Sci|Surface Sci|Surface Science";"00396028|000119|000095|000095|000000";"95";"";"";"";"";"eng";"5344d371d14f76e67a68eb8c|5ca88abfd9001d48998afff8";"";"5344d371d14f76e67a68eb8c";"";"elsevier|crossref";"elsevier|crossref";"Leed structural study of the adsorption of oxygen on Cu {100} surfaces"
"On my first visit to South India I had a long spell of two years’ field work in the two villages I studied. I learned sufficient of the vernacular to be able to conduct some of my own enquiries; moreover, I had two Mysore graduate research assistants who worked diligently to help me collect the data I set out to gather. In this way I had sufficient time and opportunity to carry out systematic enquiries to accumulate a lot of quantitative and qualitative information on life in the villages.";"dtu|dtupub";"";"2022-02-22T15:28:32.076Z";"Epstein, T. Scarlett";"";"2707698048";"";"";"1973";"";"10.1007/978-1-349-81455-8_2";"";"";"article";"dtu_external|dtupub_external";"";"";"0333242009|1349814555|1349814571|9780333242001|9781349814558|9781349814572";"";"";"";"9-29";"";"South India: Yesterday, Today and Tomorrow";"South India: Yesterday, Today and Tomorrow";"";"";"";"Cash Income|Consumption Unit|Crop Statistic|Economic Stratum|Household Budget";"Cash Income|Consumption Unit|Crop Statistic|Economic Stratum|Household Budget";"Cash Income|Consumption Unit|Crop Statistic|Economic Stratum|Household Budget";"eng";"6214fafbea192f235f4e11f7";"";"6214fafbea192f235f4e11f7";"Palgrave Macmillan UK";"nature";"nature";"Research Methodology"
"";"dtupub";"";"2022-01-06T04:02:34.025Z";"Petersdorf, R G";"";"2855454793";"";"dtu";"1987";"";"";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"18";"";"";"2478-2479|2478-9";"";"Jama|Jama-journal of the American Medical Association|Jama|J Am Med Assoc|Jama|Jama (chicago, Ill.)|Jama (j Am Med Assoc)|Jama the Journal of the American Medical Association|Jama-j Am Med Assoc|Jama-j. Am. Med. Assoc|Journal American Medical Association|Journal of American Medical Association|Journal of the American Medical Association";"J Am Med Assoc|Jama|Jama (chicago, Ill.)|Jama (j Am Med Assoc)|Jama the Journal of the American Medical Association|Jama-j Am Med Assoc|Jama-j. Am. Med. Assoc|Jama-journal of the American Medical Association|Journal American Medical Association|Journal of American Medical Association|Journal of the American Medical Association";"00987484|000112|000257|000018|000000";"257";"";"Faculty, Medical|Institutional Practice|Interprofessional Relations|Private Practice";"Faculty, Medical|Institutional Practice|Interprofessional Relations|Private Practice";"Faculty, Medical|Institutional Practice|Interprofessional Relations|Private Practice";"eng";"54b60ef3e112000227776ffd";"";"54b60ef3e112000227776ffd";"";"pubmed";"pubmed";"The town-gown syndrome"
"In Folgenden werden die bereits erwähnten (siehe Kapitel 3.1) grundlegenden Messgrössen des Human Capital einzeln vertieft, beschrieben und definiert. Dabei legen wir den Hauptfokus darauf, WAS mit dieser Messgrösse gemessen werden soll, danach wird aufgezeigt, WOZU diese Messgrösse verwendet wird, und erst zum Schluss stellen wir uns die Frage, WIE und bei WEM diese Messgrösse erhoben werden kann. Diese Sequenz ist nicht unwichtig, denn nur allzu oft springt man vorschnell zu irgendwelchen populären Messinstrumenten oder diskutiert die Auswahl eines Messinstrumentes, bevor einem klar geworden ist, WAS und WOZU etwas gemessen werden soll. Diese Reihenfolge verhindert auch, dass man sich vorschnell auf Messgrössen beschränkt, die aus irgendeinem Grunde schon erhoben werden oder zu denen sehr einfach Daten erhältlich sind.";"dtu|dtupub";"";"2022-02-23T14:03:47.043Z";"Birri, Raimund";"";"2707812798";"";"";"2014";"";"10.1007/978-3-8349-4575-4_4";"";"";"article";"dtu_external|dtupub_external";"";"";"132252212X|132252212x|3834945749|3834945757|9781322522128|9783834945747|9783834945754";"";"";"";"65-111";"";"Human Capital Management";"Human Capital Management";"";"";"";"";"";"";"ger";"62163e570c7437235f69e307";"";"62163e570c7437235f69e307";"Gabler Verlag";"nature";"nature";"Messgrössen des Human Capital"
"";"dtu|dtupub";"";"2022-01-07T04:42:28.021Z";"Verniory, A";"";"104885897";"";"";"1984";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"7";"";"";"387-399|387-99";"";"Bulletin Et Memoires De L'academie Royale De Medecine De Belgique|Bulletin Et Mémoires De L'académie Royale De Médecine De Belgique|Bull Mem Acad R Med Belg|Academie Royale De Medecine De Belgique Bulletin Et Memoires|Bull Mem Acad R Med Belg";"Academie Royale De Medecine De Belgique Bulletin Et Memoires|Bull Mem Acad R Med Belg|Bulletin Et Memoires De L'academie Royale De Medecine De Belgique|Bulletin Et Mémoires De L'académie Royale De Médecine De Belgique";"03778231|000115|000139|000007|000000";"139";"";"Decision Making|Diagnosis|Diagnosis, Computer-Assisted|Humans|Probability|Statistics as Topic";"Decision Making|Diagnosis|Diagnosis, Computer-Assisted|Humans|Probability|Statistics as Topic";"Decision Making|Diagnosis|Diagnosis, Computer-Assisted|Humans|Probability|Statistics as Topic";"fre";"54b5f836e1120002276bd1ed";"";"54b5f836e1120002276bd1ed";"L'Académie";"pubmed";"pubmed";"Theory of medical decisions"
"The current JSVM software only supports Frame- Copy and Motion-Copy Error Concealment (EC) methods for the concealment of key picture loss in Group of Picture (GOP). In the proposed method, we exploit motion retrieval information to conceal key frame in scalable video coding. The auxiliary motion vectors of only key picture are interleaved into the bit stream of previous key picture. To control bit-rate increased due to interleaving of supplement information, residual difference is calculated. This encoded residual difference is used to calculate the predictor so that concealment of each macroblock in a key picture will be performed. Consequently, the increase in bit-rate due to supplement information is compensated with increase in PSNR gain with correlated increase in GOP size. Moreover, we investigate the impact of key picture distortion propagation loss of hierarchical prediction in SVC. The proposed method provides drift-free substantial improvement without significant complexity.";"dtupub";"";"2022-01-04T09:02:12.800Z";"Shoaib, Muhammad";"";"2202819685";"";"dtu";"2009";"2009 WRI World Congress on Computer Science and Information Engineering, CSIE";"10.1109/CSIE.2009.1102";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"0769535070|1509070621|9780769535074|9781509070626";"";"";"";"591-595";"";"2009 Wri World Congress on Computer Science and Information Engineering";"2009 Wri World Congress on Computer Science and Information Engineering";"";"6";"";"Collaborative software|Computer errors|Computer science|Decoding|Distortion measurement|Information retrieval|Propagation losses|Static VAr compensators|Streaming media|Video coding|image motion analysis|image retrieval|video coding|JSVM software|auxiliary motion vectors|bit rate|bit stream|frame-copy error concealment method|hierarchical prediction|key picture distortion propagation loss|key picture error concealment|motion retrieval information|motion-copy error concealment method|residual difference|residual motion-copy|scalable video coding";"Collaborative software|Computer errors|Computer science|Decoding|Distortion measurement|Information retrieval|JSVM software|Propagation losses|Static VAr compensators|Streaming media|Video coding|auxiliary motion vectors|bit rate|bit stream|frame-copy error concealment method|hierarchical prediction|image motion analysis|image retrieval|key picture distortion propagation loss|key picture error concealment|motion retrieval information|motion-copy error concealment method|residual difference|residual motion-copy|scalable video coding|video coding";"Collaborative software|Computer errors|Computer science|Decoding|Distortion measurement|Information retrieval|Propagation losses|Static VAr compensators|Streaming media|Video coding|image motion analysis|image retrieval|video coding|JSVM software|auxiliary motion vectors|bit rate|bit stream|frame-copy error concealment method|hierarchical prediction|key picture distortion propagation loss|key picture error concealment|motion retrieval information|motion-copy error concealment method|residual difference|residual motion-copy|scalable video coding";"eng";"569ee006a409e89e59088b56";"";"569ee006a409e89e59088b56";"";"iel";"iel";"Key Picture Error Concealment Using Residual Motion-Copy in Scalable Video Coding"
"";"dtu|dtupub";"";"2022-01-08T23:25:01.193Z";"LIVERMORE, ANN";"";"2430652656";"";"";"1971";"";"10.1093/mq/LVII.3.466";"";"";"article";"dtu_external|dtupub_external";"";"";"";"3";"";"";"466-490";"";"Musical Quarterly|Musical Quarterly|Musical Quarterly|Musical Quarterly";"Musical Quarterly";"00274631|000128|000057|000003|000000";"LVII";"";"";"";"";"eng";"5cb9d669d9001d01a41e9601";"";"5cb9d669d9001d01a41e9601";"";"crossref";"crossref";"ROUSSEAU, BEAUMARCHAIS, AND FIGARO"
