"abstract_ts";"access_ss";"Affiliations";"Timestamp";"Author";"citation_count_i";"ID";"dtu_library_collection_facet";"collection_facet";"Publication Year";"Conference";"DOI";"Editor";"embargo_ssf";"format";"fulltext_availability_facet";"has_openaccess_fulltext_b";"holdings_ssf";"ISBN";"Journal Issue";"journal_issue_tsort";"journal_oa_model_ss";"Journal Page";"journal_page_start_tsort";"Journal Title";"journal_title_facet";"toc_key_s";"Journal Volume";"journal_vol_tsort";"keywords_ts";"keywords_facet";"keywords_normalized";"isolanguage_facet";"member_id_ss";"ORCID";"primary_member_id_s";"Publisher";"Source";"source_all_ss";"Title"
"";"dtu|dtupub";"";"2022-01-06T07:00:45.259Z";"";"";"2455671779";"";"dtu";"1993";"";"";"";"";"other";"dtu|dtu_electronic|dtupub_external";"";"";"";"6899";"";"";"283-283";"";"Bmj: British Medical Journal";"Bmj: British Medical Journal";"";"307";"";"";"";"";"eng";"5d7ca288d9001d01b863e4ca";"";"5d7ca288d9001d01b863e4ca";"British Medical Association";"jstor";"jstor";"Malpractice Insurance Costs Soar In New York"
"Voluntary eardrum movement (VEM) and resultant tympanometric changes reflect tensor tympani (TT) contraction. TT contraction has been hypothesized to cause symptoms of aural fullness, tinnitus, clicking, and even vertigo despite the lack of understanding of how it functions or what causes it to contract. Identifying tympanometric changes unique to TT contraction can provide a diagnostic tool for identifying its role in pathologic conditions. Various tympanometric measurements were performed on human subjects who could voluntarily move their eardrums. These were compared with similar tympanometric measurements performed on cadaveric temporal bones while manually tensing the TT and stapedius muscles individually. Eight subjects (14 ears) who could cause VEM were identified. Compared with baseline, VEM resulted in significantly decreased middle ear compliance (p < 0.01) and middle ear pressure (p < 0.01) measurements. The compliance changes seen with VEM were larger than those seen with acoustically stimulated stapedius contraction. Finally, the direction of compliance change with VEM was dependent on the pressure applied to the external auditory canal (EAC), with compliance increasing with positive EAC pressure. This was not seen with stapedius contraction. These findings were reproduced using the cadaveric temporal bone model: larger compliance changes with pull on TT as compared with stapedius with neutral EAC probe pressure; change in direction of compliance changes with varying EAC probe pressure with TT pull, not with stapedius pull. TT contraction produces distinctive tympanometric findings that can be used to support its abnormal contraction in ears with symptoms compatible with TT syndrome.";"dtupub";"*Division of Otolaryngology-Head and Neck Surgery, and †Nova Scotia Hearing and Speech Centers, Dalhousie University, Halifax, Nova Scotia, Canada.";"2022-01-08T06:27:07.729Z";"Aron, Margaret|Floyd, Duncan|Bance, Manohar";"";"2535421829";"";"";"2015";"";"10.1097/MAO.0000000000000382";"";"";"article";"dtu_external|dtupub_external";"";"";"";"2";"";"";"373-381|373-81";"";"Otology and Neurotology|Otology and Neurotology|Otol Neurotol|Otol Neurotol|Otol. Neurotol|Otology and Neurotology";"Otol Neurotol|Otol. Neurotol|Otology and Neurotology";"15317129|000084|000036|000002|000000";"36";"";"Acoustic Impedance Tests|Acoustic Stimulation|Humans|Muscle Contraction|Pressure|Stapedius|Tensor Tympani|Tinnitus|Tympanic Membrane|Vertigo|Biomarkers";"Acoustic Impedance Tests|Acoustic Stimulation|Biomarkers|Humans|Muscle Contraction|Pressure|Stapedius|Tensor Tympani|Tinnitus|Tympanic Membrane|Vertigo";"Acoustic Impedance Tests|Acoustic Stimulation|Humans|Muscle Contraction|Pressure|Stapedius|Tensor Tympani|Tinnitus|Tympanic Membrane|Vertigo|Biomarkers";"eng";"5cb7e46ad9001d01a4dbbbcd|54c8ea1d1953f2d0280b20e6";"";"54c8ea1d1953f2d0280b20e6";"";"crossref|pubmed";"crossref|pubmed";"Voluntary eardrum movement: a marker for tensor tympani contraction?"
"Malignant ovarian tumors are very rare during childhood and adolescence where their incidence is approximately 0.71 per 100,000. We reviewed the symptoms, histologic subtypes, diagnostic evaluation and management of ovarian tumours in children and adolescents with emphasis on malignant tumours. The histology of these tumours is complex and their diagnosis frequently poses problems. Surgery and chemotherapy yield high cure rates in patients with malignant germ cell tumours whereas prognosis is poorer in ovarian carcinomas. Elucidation of the mechanisms underlying the pathogenesis of ovarian tumors might further improve the management of these patients.";"dtupub";"Second Paediatric Department, Aristotle University of Thessaloniki, AHEPA Hospital, Thessaloniki, Greece.";"2022-01-08T07:05:49.091Z";"Hatzipantelis, E S|Dinas, K";"";"2270580051";"";"dtu";"2010";"";"";"";"";"article";"dtu|dtu_electronic|dtupub|dtupub_electronic";"";"";"";"6";"";"";"616-20|616-620";"";"European Journal of Gynaecological Oncology|European Journal of Gynaecological Oncology|Eur J Gynaecol Oncol|Eur J Gyn O|Eur J Gynaecol Oncol|Eur. J. Gynaecol. Oncol|European Journal of Gynecological Oncology";"Eur J Gyn O|Eur J Gynaecol Oncol|Eur. J. Gynaecol. Oncol|European Journal of Gynaecological Oncology|European Journal of Gynecological Oncology";"03922936|000089|000031|000006|000000";"31";"";"Carcinoma, Ovarian Epithelial|Adolescent|Child|Female|Humans|Neoplasm Staging|Neoplasms, Germ Cell and Embryonal|Neoplasms, Glandular and Epithelial|Ovarian Neoplasms|Prognosis|Remission Induction|Rare Diseases";"Adolescent|Carcinoma, Ovarian Epithelial|Child|Female|Humans|Neoplasm Staging|Neoplasms, Germ Cell and Embryonal|Neoplasms, Glandular and Epithelial|Ovarian Neoplasms|Prognosis|Rare Diseases|Remission Induction";"Carcinoma, Ovarian Epithelial|Adolescent|Child|Female|Humans|Neoplasm Staging|Neoplasms, Germ Cell and Embryonal|Neoplasms, Glandular and Epithelial|Ovarian Neoplasms|Prognosis|Remission Induction|Rare Diseases";"eng";"54b7399825bab9230a5c0071";"";"54b7399825bab9230a5c0071";"";"pubmed";"pubmed";"Ovarian tumours in childhood and adolescence"
"To investigate the relation between arterial resistance and placental growth hormone (hGH-V) levels in the maternal circulation. Sixty-seven women with normal pregnancy, 13 with preeclampsia (PE) and 11 with intrauterine fetal growth restriction (IUGR) underwent Doppler sonography of the placental and nonplacental uterine and cubital artery and blood sampling. hGH-V was measured with a highly sensitive sandwich-type immunofluorometric assay and pituitary growth hormone (hGH-N) and insulinlike growth factor I (IGF-I) with a chemiluminescence assay. A p value of < 0.05 was considered significant. During normal pregnancy the arterial pulsatility index (PI) decreased (p < 0.001), serum levels of hGH-V and IGF-I increased (p < 0.0001), and hGH-N decreased (p < 0.0001). Pathologic pregnancies (PE, IUGR) showed a significant higher PI in all arteries, but hGH-V and the IGF-I were decreased. Our data demonstrate a strong correlation between decreasing uterine and peripheral arterial resistance and increasing hGH-V during normal pregnancies with impaired uterine blood flow there were lowered serum levels of hGH-V, hGH-N and IGF-I. Lower levels of hGH-V and hGH-N might contribute to impaired uteroplacental circulation.";"dtupub";"Prenatal Medicine Unit, Department of Obstetrics and Gynecology, Ludwig-Maximilians University, Munich, Germany. barbara.schiessl@med.uni-muenchen.de";"2022-01-06T00:29:19.607Z";"Schiessl, Barbara|Strasburger, Christian J|Bidlingmaier, Martin|Bidlingmeier, Martin|Gutt, Bodo|Kirk, Susan E|Oberhoffer, Renate|Friese, Klaus";"";"2267833182";"";"";"2007";"";"";"";"";"article";"dtu_external|dtupub_external";"";"";"";"4";"";"";"313-316|313-6";"";"Journal of Reproductive Medicine|Journal of Reproductive Medicine|J Reprod Med|J Repro Med|J Reprod Med|J. Reprod. Med|Journal of Reproductive Medicine for the Obstetrician and Gynecologist";"J Repro Med|J Reprod Med|J. Reprod. Med|Journal of Reproductive Medicine|Journal of Reproductive Medicine for the Obstetrician and Gynecologist";"00247758|000092|000052|000004|000000";"52";"";"GH2 protein, human|Adult|Arteries|Female|Fetal Growth Retardation|Humans|Insulin-Like Growth Factor I|Placenta|Placental Hormones|Pre-Eclampsia|Pregnancy|Regional Blood Flow|Growth Hormone|Uterus|Vascular Resistance|Case-Control Studies|Ultrasonography, Doppler, Pulsed|Placental Circulation";"Adult|Arteries|Case-Control Studies|Female|Fetal Growth Retardation|GH2 protein, human|Growth Hormone|Humans|Insulin-Like Growth Factor I|Placenta|Placental Circulation|Placental Hormones|Pre-Eclampsia|Pregnancy|Regional Blood Flow|Ultrasonography, Doppler, Pulsed|Uterus|Vascular Resistance";"GH2 protein, human|Adult|Arteries|Female|Fetal Growth Retardation|Humans|Insulin-Like Growth Factor I|Placenta|Placental Hormones|Pre-Eclampsia|Pregnancy|Regional Blood Flow|Growth Hormone|Uterus|Vascular Resistance|Case-Control Studies|Ultrasonography, Doppler, Pulsed|Placental Circulation";"eng";"54b6fb0625bab9230a46f972";"";"54b6fb0625bab9230a46f972";"";"pubmed";"pubmed";"Role of placental growth hormone in the alteration of maternal arterial resistance in pregnancy"
"";"dtupub";"";"2022-01-06T18:02:42.938Z";"Chen, Jiann-Ruey|Gomer, Robert";"";"2536950956";"";"dtu";"1997";"";"10.1016/S0304-3991(79)80143-6";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"3";"";"";"371-372";"";"Ultramicroscopy|Ultramicros";"Ultramicros|Ultramicroscopy";"03043991|000102|000000|000000|000000";"4";"";"";"";"";"eng";"5344f289d0fb99fb340001f1|5c334190d9001d30e629c530";"";"5344f289d0fb99fb340001f1";"";"elsevier|crossref";"elsevier|crossref";"Diffusion studies of adsorbates on tungsten (110)"
"";"dtu|dtupub";"II. Medizinische Klinik und Poliklinik, Johannes-Gutenberg-Universität Mainz.";"2022-01-05T14:06:19.759Z";"Roth, T|Brennecke, R|Rupprecht, H J|Erbel, R|Meyer, J|von Seelen, W";"";"106091094";"";"dtu";"1990";"";"";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"";"";"";"278-279|278-9";"";"Biomedizinische Technik. Biomedical Engineering|Biomedical Engineering-biomedizinische Technik|Biomed Tech (berl)|Biomed Eng-biomed Te|Biomed Tech|Biomed Tech (berl)|Biomed Tech Berl|Biomed. Eng.-biomed. Tech|Biomed. Tech";"Biomed Eng-biomed Te|Biomed Tech|Biomed Tech (berl)|Biomed Tech Berl|Biomed. Eng.-biomed. Tech|Biomed. Tech|Biomedical Engineering-biomedizinische Technik|Biomedizinische Technik. Biomedical Engineering";"00135585|000109|000035|000000|000000";"35 Suppl 3";"";"Coronary Circulation|Coronary Disease|Hemodynamics|Humans|Models, Cardiovascular|Signal Processing, Computer-Assisted|Software|Ultrasonography";"Coronary Circulation|Coronary Disease|Hemodynamics|Humans|Models, Cardiovascular|Signal Processing, Computer-Assisted|Software|Ultrasonography";"Coronary Circulation|Coronary Disease|Hemodynamics|Humans|Models, Cardiovascular|Signal Processing, Computer-Assisted|Software|Ultrasonography";"ger";"54b640151e4536920307fca8";"";"54b640151e4536920307fca8";"";"pubmed";"pubmed";"Development of an acquisition unit for the detection of intraluminal Doppler ultrasonographic signal information: in vitro validation with a cardiovascular model"
"We study the problem of two competing camps aiming to maximize the adoption of their respective opinions, by optimally investing in nodes of a social network in multiple phases. The final opinion of a node in a phase acts as its biased opinion in the following phase. Using an extension of Friedkin-Johnsen model, we formulate the camps' utility functions, which we show to involve what can be interpreted as multiphase Katz centrality. We hence present optimal investment strategies of the camps, and the loss incurred if myopic strategy is employed. Simulations affirm that nodes attributing higher weightage to bias necessitate higher investment in initial phase. The extended version of this paper analyzes a setting where a camp's influence on a node depends on the node's bias; we show existence and polynomial time computability of Nash equilibrium.";"dtu|dtupub";"Samovar, Telecom SudParis, CNRS, Universite Paris-Saclay, Evry, France|60106017|INRIA Sophia Antipolis-Mediterranee, Valbonne, France|60032385";"2022-01-03T05:51:58.425Z";"Dhamal, Swapnil|Ben-Ameur, Walid|Chahed, Tijani|Altman, Eitan";"";"2465458293";"";"";"2018";"";"10.5555/3237383.3238026";"";"";"article";"dtu_external|dtupub_external";"";"";"";"";"";"";"1927-1929";"";"Proceedings of the 17th International Conference on Autonomous Agents and Multiagent Systems";"Proceedings of the 17th International Conference on Autonomous Agents and Multiagent Systems";"";"";"";"Theory of computation|Information systems|Algorithmic game theory and mechanism design|Control path algorithms|Network resources allocation|World Wide Web|Networks|Network economics|Theory and algorithms for application domains|Web applications|Network algorithms|Social networks|elections|katz centrality|multiple phases|nash equilibrium|opinion dynamics|social networks|viral marketing|zero-sum games";"Algorithmic game theory and mechanism design|Control path algorithms|Information systems|Network algorithms|Network economics|Network resources allocation|Networks|Social networks|Theory and algorithms for application domains|Theory of computation|Web applications|World Wide Web|elections|katz centrality|multiple phases|nash equilibrium|opinion dynamics|social networks|viral marketing|zero-sum games";"Theory of computation|Information systems|Algorithmic game theory and mechanism design|Control path algorithms|Network resources allocation|World Wide Web|Networks|Network economics|Theory and algorithms for application domains|Web applications|Network algorithms|Social networks|elections|katz centrality|multiple phases|nash equilibrium|opinion dynamics|social networks|viral marketing|zero-sum games";"eng";"5b93f32ad9001d681c67a761";"";"5b93f32ad9001d681c67a761";"";"acm";"acm";"Optimal Multiphase Investment Strategies for Influencing Opinions in a Social Network"
"";"dtupub";"Department of Public Health & Recreation Professions, Southern Illinois University, Carbondale, Illinois, USA|Department of Recreation Management and Therapeutic Recreation, University of Wisconsin, La Crosse, Wisconsin, USA|College of Health Sciences at Charleston Southern University, Charleston, South Carolina, USA";"2022-01-09T20:21:10.471Z";"McDaniel, Justin T.|Diehr, Aaron J.|Davis, Cataria|Kil, Namyun|Thomas, Kate H.";"";"2434058862";"";"";"2018";"";"10.3138/jmvfh.2017-0023";"";"";"article";"dtu_external|dtupub_external";"";"";"";"1";"";"";"51-59";"";"Journal of Military, Veteran and Family Health|Journal of Military, Veteran and Family Health";"Journal of Military, Veteran and Family Health";"23687924|000081|000004|000001|000000";"4";"";"";"";"";"eng";"5cbf9572d9001d62a2295130";"";"5cbf9572d9001d62a2295130";"Utpress";"crossref";"crossref";"Breast cancer screening and outcomes: an ecological study of county-level female Veteran population density and social vulnerability"
"";"dtupub";"";"2022-01-06T16:42:13.852Z";"Hayden, Lance";"";"2247146762";"";"dtu";"2009";"";"10.1080/19393550903324936";"";"";"article";"dtu|dtu_electronic|dtupub_external";"";"";"";"6";"";"";"297-305";"";"Information Security Journal: a Global Perspective|Information Security Journal|Information Security Journal: a Global Perspective|Information Security Journal";"Information Security Journal|Information Security Journal: a Global Perspective";"19393555|000090|000018|000006|000000";"18";"";"";"";"";"eng";"5cafe8b9d9001d027b9dc225";"";"5cafe8b9d9001d027b9dc225";"";"crossref";"crossref";"Designing Common Control Frameworks: A Model for Evaluating Information Technology Governance, Risk, and Compliance Control Rationalization Strategies"
"";"dtu|dtupub";"";"2022-01-09T04:20:06.621Z";"";"";"2394857609";"";"";"1982";"";"10.1080/00913847.1982.11947241";"";"";"article";"dtu_external|dtupub_external";"";"";"";"6";"";"";"37-37";"";"Physician and Sportsmedicine|Physician and Sportsmedicine|Physician and Sportsmedicine|Phys Sport|Phys Sportsmed|Physician Sportsmed|Physician and Sports Medicine|Physician and Sportsmedicine";"Phys Sport|Phys Sportsmed|Physician Sportsmed|Physician and Sports Medicine|Physician and Sportsmedicine";"00913847|000117|000010|000006|000000";"10";"";"";"";"";"eng";"5cbd301bd9001d01a4640f49";"";"5cbd301bd9001d01a4640f49";"";"crossref";"crossref";"abstracts"
